"","year","stms.i.","Fish.id","depth","vel","lwd"
"1",2005,"Willow Ck.",1,1.25,0.13,0.07
"2",2005,"Willow Ck.",2,1.25,0.13,0.07
"3",2005,"Clear Ck.",1,1.02,0.74,0.02
"4",2005,"Clear Ck.",2,1.02,0.74,0.02
"5",2005,"Clear Ck.",3,1.02,0.74,0.02
"6",2005,"Clear Ck.",4,1.02,0.74,0.02
"7",2005,"Clear Ck.",5,1.02,0.74,0.02
"8",2005,"Clear Ck.",6,1.02,0.74,0.02
"9",2005,"Clear Ck.",7,1.02,0.74,0.02
"10",2005,"Clear Ck.",8,1.02,0.74,0.02
"11",2005,"Elk Ck.",1,0.43,0.42,0.14
"12",2005,"Elk Ck.",2,0.43,0.42,0.14
"13",2005,"Panther Ck.",1,1.26,0.31,0.22
"14",2005,"Panther Ck.",2,1.26,0.31,0.22
"15",2005,"Panther Ck.",3,1.26,0.31,0.22
"16",2005,"Salmon River",1,0.56,0.36,0.05
"17",2005,"Salmon River",2,0.56,0.36,0.05
"18",2005,"Salmon River",3,0.56,0.36,0.05
"19",2005,"Salmon River",4,0.56,0.36,0.05
"20",2005,"Salmon River",5,0.56,0.36,0.05
"21",2005,"Salmon River",6,0.56,0.36,0.05
"22",2005,"Salmon River",7,0.56,0.36,0.05
"23",2005,"Salmon River",8,0.56,0.36,0.05
"24",2005,"Salmon River",9,0.56,0.36,0.05
