"","year","stms.i.","Fish.id","depth","vel","lwd"
"1",1994,"Willow Ck.",1,0.72,0.07,0.14
"2",1994,"Willow Ck.",2,0.72,0.07,0.14
"3",1994,"Willow Ck.",3,0.72,0.07,0.14
"4",1994,"Willow Ck.",4,0.72,0.07,0.14
"5",1994,"Willow Ck.",5,0.72,0.07,0.14
"6",1994,"Willow Ck.",6,0.72,0.07,0.14
"7",1994,"Willow Ck.",7,0.72,0.07,0.14
"8",1994,"Willow Ck.",8,0.72,0.07,0.14
"9",1994,"Willow Ck.",9,0.72,0.07,0.14
"10",1994,"Willow Ck.",10,0.72,0.07,0.14
"11",1994,"Clear Ck.",1,1.31,0.07,0.08
"12",1994,"Clear Ck.",2,1.31,0.07,0.08
"13",1994,"Clear Ck.",3,1.31,0.07,0.08
"14",1994,"Clear Ck.",4,1.31,0.07,0.08
"15",1994,"Clear Ck.",5,1.31,0.07,0.08
"16",1994,"Clear Ck.",6,1.31,0.07,0.08
"17",1994,"Clear Ck.",7,1.31,0.07,0.08
"18",1994,"Clear Ck.",8,1.31,0.07,0.08
"19",1994,"Clear Ck.",9,1.31,0.07,0.08
"20",1994,"Clear Ck.",10,1.31,0.07,0.08
"21",1994,"Clear Ck.",11,1.31,0.07,0.08
"22",1994,"Clear Ck.",12,1.31,0.07,0.08
"23",1994,"Clear Ck.",13,1.31,0.07,0.08
"24",1994,"Clear Ck.",14,1.31,0.07,0.08
"25",1994,"Clear Ck.",15,1.31,0.07,0.08
"26",1994,"Clear Ck.",16,1.31,0.07,0.08
"27",1994,"Clear Ck.",17,1.31,0.07,0.08
"28",1994,"Elk Ck.",1,0.42,0.06,0.12
"29",1994,"Elk Ck.",2,0.42,0.06,0.12
"30",1994,"Elk Ck.",3,0.42,0.06,0.12
"31",1994,"Elk Ck.",4,0.42,0.06,0.12
"32",1994,"Elk Ck.",5,0.42,0.06,0.12
"33",1994,"Elk Ck.",6,0.42,0.06,0.12
"34",1994,"Elk Ck.",7,0.42,0.06,0.12
"35",1994,"Elk Ck.",8,0.42,0.06,0.12
"36",1994,"Elk Ck.",9,0.42,0.06,0.12
"37",1994,"Elk Ck.",10,0.42,0.06,0.12
"38",1994,"Elk Ck.",11,0.42,0.06,0.12
"39",1994,"Elk Ck.",12,0.42,0.06,0.12
"40",1994,"Elk Ck.",13,0.42,0.06,0.12
"41",1994,"Panther Ck.",1,1.53,0.48,0.06
"42",1994,"Panther Ck.",2,1.53,0.48,0.06
"43",1994,"Panther Ck.",3,1.53,0.48,0.06
"44",1994,"Panther Ck.",4,1.53,0.48,0.06
"45",1994,"Panther Ck.",5,1.53,0.48,0.06
"46",1994,"Panther Ck.",6,1.53,0.48,0.06
"47",1994,"Panther Ck.",7,1.53,0.48,0.06
"48",1994,"Panther Ck.",8,1.53,0.48,0.06
"49",1994,"Panther Ck.",9,1.53,0.48,0.06
"50",1994,"Panther Ck.",10,1.53,0.48,0.06
"51",1994,"Panther Ck.",11,1.53,0.48,0.06
"52",1994,"Salmon River",1,0.5,0.71,0.13
"53",1994,"Salmon River",2,0.5,0.71,0.13
"54",1994,"Salmon River",3,0.5,0.71,0.13
"55",1994,"Salmon River",4,0.5,0.71,0.13
"56",1994,"Salmon River",5,0.5,0.71,0.13
