"","year","stms.i.","Fish.id","depth","vel","lwd"
"1",2002,"Willow Ck.",1,1.36,0.33,0.22
"2",2002,"Willow Ck.",2,1.36,0.33,0.22
"3",2002,"Willow Ck.",3,1.36,0.33,0.22
"4",2002,"Willow Ck.",4,1.36,0.33,0.22
"5",2002,"Willow Ck.",5,1.36,0.33,0.22
"6",2002,"Clear Ck.",1,0.42,0.19,0.07
"7",2002,"Clear Ck.",2,0.42,0.19,0.07
"8",2002,"Clear Ck.",3,0.42,0.19,0.07
"9",2002,"Clear Ck.",4,0.42,0.19,0.07
"10",2002,"Clear Ck.",5,0.42,0.19,0.07
"11",2002,"Clear Ck.",6,0.42,0.19,0.07
"12",2002,"Clear Ck.",7,0.42,0.19,0.07
"13",2002,"Clear Ck.",8,0.42,0.19,0.07
"14",2002,"Clear Ck.",9,0.42,0.19,0.07
"15",2002,"Clear Ck.",10,0.42,0.19,0.07
"16",2002,"Clear Ck.",11,0.42,0.19,0.07
"17",2002,"Clear Ck.",12,0.42,0.19,0.07
"18",2002,"Clear Ck.",13,0.42,0.19,0.07
"19",2002,"Clear Ck.",14,0.42,0.19,0.07
"20",2002,"Elk Ck.",1,1.48,0.76,0.04
"21",2002,"Elk Ck.",2,1.48,0.76,0.04
"22",2002,"Panther Ck.",1,1.3,0.21,0.22
"23",2002,"Panther Ck.",2,1.3,0.21,0.22
"24",2002,"Panther Ck.",3,1.3,0.21,0.22
"25",2002,"Panther Ck.",4,1.3,0.21,0.22
"26",2002,"Panther Ck.",5,1.3,0.21,0.22
"27",2002,"Panther Ck.",6,1.3,0.21,0.22
"28",2002,"Panther Ck.",7,1.3,0.21,0.22
"29",2002,"Panther Ck.",8,1.3,0.21,0.22
"30",2002,"Panther Ck.",9,1.3,0.21,0.22
"31",2002,"Salmon River",1,1.43,0.56,0.08
"32",2002,"Salmon River",2,1.43,0.56,0.08
"33",2002,"Salmon River",3,1.43,0.56,0.08
"34",2002,"Salmon River",4,1.43,0.56,0.08
"35",2002,"Salmon River",5,1.43,0.56,0.08
"36",2002,"Salmon River",6,1.43,0.56,0.08
"37",2002,"Salmon River",7,1.43,0.56,0.08
"38",2002,"Salmon River",8,1.43,0.56,0.08
"39",2002,"Salmon River",9,1.43,0.56,0.08
"40",2002,"Salmon River",10,1.43,0.56,0.08
"41",2002,"Salmon River",11,1.43,0.56,0.08
"42",2002,"Salmon River",12,1.43,0.56,0.08
"43",2002,"Salmon River",13,1.43,0.56,0.08
"44",2002,"Salmon River",14,1.43,0.56,0.08
"45",2002,"Salmon River",15,1.43,0.56,0.08
"46",2002,"Salmon River",16,1.43,0.56,0.08
