"","year","stms.i.","Fish.id","depth","vel","lwd"
"1",1996,"Willow Ck.",1,1.3,0.88,0.13
"2",1996,"Willow Ck.",2,1.3,0.88,0.13
"3",1996,"Willow Ck.",3,1.3,0.88,0.13
"4",1996,"Willow Ck.",4,1.3,0.88,0.13
"5",1996,"Willow Ck.",5,1.3,0.88,0.13
"6",1996,"Willow Ck.",6,1.3,0.88,0.13
"7",1996,"Willow Ck.",7,1.3,0.88,0.13
"8",1996,"Willow Ck.",8,1.3,0.88,0.13
"9",1996,"Willow Ck.",9,1.3,0.88,0.13
"10",1996,"Willow Ck.",10,1.3,0.88,0.13
"11",1996,"Willow Ck.",11,1.3,0.88,0.13
"12",1996,"Willow Ck.",12,1.3,0.88,0.13
"13",1996,"Willow Ck.",13,1.3,0.88,0.13
"14",1996,"Willow Ck.",14,1.3,0.88,0.13
"15",1996,"Willow Ck.",15,1.3,0.88,0.13
"16",1996,"Clear Ck.",1,1.04,0.85,0.15
"17",1996,"Clear Ck.",2,1.04,0.85,0.15
"18",1996,"Clear Ck.",3,1.04,0.85,0.15
"19",1996,"Clear Ck.",4,1.04,0.85,0.15
"20",1996,"Clear Ck.",5,1.04,0.85,0.15
"21",1996,"Clear Ck.",6,1.04,0.85,0.15
"22",1996,"Clear Ck.",7,1.04,0.85,0.15
"23",1996,"Clear Ck.",8,1.04,0.85,0.15
"24",1996,"Clear Ck.",9,1.04,0.85,0.15
"25",1996,"Clear Ck.",10,1.04,0.85,0.15
"26",1996,"Clear Ck.",11,1.04,0.85,0.15
"27",1996,"Clear Ck.",12,1.04,0.85,0.15
"28",1996,"Clear Ck.",13,1.04,0.85,0.15
"29",1996,"Clear Ck.",14,1.04,0.85,0.15
"30",1996,"Clear Ck.",15,1.04,0.85,0.15
"31",1996,"Clear Ck.",16,1.04,0.85,0.15
"32",1996,"Clear Ck.",17,1.04,0.85,0.15
"33",1996,"Elk Ck.",1,1.03,0.2,0.08
"34",1996,"Elk Ck.",2,1.03,0.2,0.08
"35",1996,"Elk Ck.",3,1.03,0.2,0.08
"36",1996,"Elk Ck.",4,1.03,0.2,0.08
"37",1996,"Elk Ck.",5,1.03,0.2,0.08
"38",1996,"Elk Ck.",6,1.03,0.2,0.08
"39",1996,"Elk Ck.",7,1.03,0.2,0.08
"40",1996,"Elk Ck.",8,1.03,0.2,0.08
"41",1996,"Elk Ck.",9,1.03,0.2,0.08
"42",1996,"Panther Ck.",1,1.22,0.62,0.08
"43",1996,"Panther Ck.",2,1.22,0.62,0.08
"44",1996,"Panther Ck.",3,1.22,0.62,0.08
"45",1996,"Panther Ck.",4,1.22,0.62,0.08
"46",1996,"Panther Ck.",5,1.22,0.62,0.08
"47",1996,"Panther Ck.",6,1.22,0.62,0.08
"48",1996,"Salmon River",1,1.5,0.64,0.18
"49",1996,"Salmon River",2,1.5,0.64,0.18
"50",1996,"Salmon River",3,1.5,0.64,0.18
"51",1996,"Salmon River",4,1.5,0.64,0.18
"52",1996,"Salmon River",5,1.5,0.64,0.18
"53",1996,"Salmon River",6,1.5,0.64,0.18
"54",1996,"Salmon River",7,1.5,0.64,0.18
"55",1996,"Salmon River",8,1.5,0.64,0.18
"56",1996,"Salmon River",9,1.5,0.64,0.18
"57",1996,"Salmon River",10,1.5,0.64,0.18
"58",1996,"Salmon River",11,1.5,0.64,0.18
"59",1996,"Salmon River",12,1.5,0.64,0.18
"60",1996,"Salmon River",13,1.5,0.64,0.18
"61",1996,"Salmon River",14,1.5,0.64,0.18
"62",1996,"Salmon River",15,1.5,0.64,0.18
"63",1996,"Salmon River",16,1.5,0.64,0.18
"64",1996,"Salmon River",17,1.5,0.64,0.18
"65",1996,"Salmon River",18,1.5,0.64,0.18
"66",1996,"Salmon River",19,1.5,0.64,0.18
