"","year","stms.i.","Fish.id","depth","vel","lwd"
"1",1995,"Willow Ck.",1,1.33,0.2,0.17
"2",1995,"Willow Ck.",2,1.33,0.2,0.17
"3",1995,"Willow Ck.",3,1.33,0.2,0.17
"4",1995,"Willow Ck.",4,1.33,0.2,0.17
"5",1995,"Willow Ck.",5,1.33,0.2,0.17
"6",1995,"Willow Ck.",6,1.33,0.2,0.17
"7",1995,"Willow Ck.",7,1.33,0.2,0.17
"8",1995,"Willow Ck.",8,1.33,0.2,0.17
"9",1995,"Willow Ck.",9,1.33,0.2,0.17
"10",1995,"Willow Ck.",10,1.33,0.2,0.17
"11",1995,"Willow Ck.",11,1.33,0.2,0.17
"12",1995,"Willow Ck.",12,1.33,0.2,0.17
"13",1995,"Willow Ck.",13,1.33,0.2,0.17
"14",1995,"Willow Ck.",14,1.33,0.2,0.17
"15",1995,"Willow Ck.",15,1.33,0.2,0.17
"16",1995,"Willow Ck.",16,1.33,0.2,0.17
"17",1995,"Willow Ck.",17,1.33,0.2,0.17
"18",1995,"Willow Ck.",18,1.33,0.2,0.17
"19",1995,"Clear Ck.",1,0.68,0.36,0.16
"20",1995,"Clear Ck.",2,0.68,0.36,0.16
"21",1995,"Clear Ck.",3,0.68,0.36,0.16
"22",1995,"Clear Ck.",4,0.68,0.36,0.16
"23",1995,"Clear Ck.",5,0.68,0.36,0.16
"24",1995,"Clear Ck.",6,0.68,0.36,0.16
"25",1995,"Clear Ck.",7,0.68,0.36,0.16
"26",1995,"Clear Ck.",8,0.68,0.36,0.16
"27",1995,"Clear Ck.",9,0.68,0.36,0.16
"28",1995,"Clear Ck.",10,0.68,0.36,0.16
"29",1995,"Clear Ck.",11,0.68,0.36,0.16
"30",1995,"Clear Ck.",12,0.68,0.36,0.16
"31",1995,"Clear Ck.",13,0.68,0.36,0.16
"32",1995,"Clear Ck.",14,0.68,0.36,0.16
"33",1995,"Clear Ck.",15,0.68,0.36,0.16
"34",1995,"Clear Ck.",16,0.68,0.36,0.16
"35",1995,"Elk Ck.",1,1.32,0.5,0.1
"36",1995,"Elk Ck.",2,1.32,0.5,0.1
"37",1995,"Elk Ck.",3,1.32,0.5,0.1
"38",1995,"Panther Ck.",1,1.11,0.33,0.12
"39",1995,"Panther Ck.",2,1.11,0.33,0.12
"40",1995,"Panther Ck.",3,1.11,0.33,0.12
"41",1995,"Panther Ck.",4,1.11,0.33,0.12
"42",1995,"Panther Ck.",5,1.11,0.33,0.12
"43",1995,"Panther Ck.",6,1.11,0.33,0.12
"44",1995,"Panther Ck.",7,1.11,0.33,0.12
"45",1995,"Panther Ck.",8,1.11,0.33,0.12
"46",1995,"Salmon River",1,1.26,0.06,0.03
"47",1995,"Salmon River",2,1.26,0.06,0.03
"48",1995,"Salmon River",3,1.26,0.06,0.03
"49",1995,"Salmon River",4,1.26,0.06,0.03
"50",1995,"Salmon River",5,1.26,0.06,0.03
"51",1995,"Salmon River",6,1.26,0.06,0.03
"52",1995,"Salmon River",7,1.26,0.06,0.03
"53",1995,"Salmon River",8,1.26,0.06,0.03
"54",1995,"Salmon River",9,1.26,0.06,0.03
"55",1995,"Salmon River",10,1.26,0.06,0.03
"56",1995,"Salmon River",11,1.26,0.06,0.03
