"","year","stms.i.","Fish.id","depth","vel","lwd"
"1",2008,"Willow Ck.",1,0.41,0.77,0.2
"2",2008,"Willow Ck.",2,0.41,0.77,0.2
"3",2008,"Willow Ck.",3,0.41,0.77,0.2
"4",2008,"Willow Ck.",4,0.41,0.77,0.2
"5",2008,"Willow Ck.",5,0.41,0.77,0.2
"6",2008,"Willow Ck.",6,0.41,0.77,0.2
"7",2008,"Willow Ck.",7,0.41,0.77,0.2
"8",2008,"Willow Ck.",8,0.41,0.77,0.2
"9",2008,"Clear Ck.",1,0.38,0.08,0.04
"10",2008,"Clear Ck.",2,0.38,0.08,0.04
"11",2008,"Clear Ck.",3,0.38,0.08,0.04
"12",2008,"Clear Ck.",4,0.38,0.08,0.04
"13",2008,"Clear Ck.",5,0.38,0.08,0.04
"14",2008,"Clear Ck.",6,0.38,0.08,0.04
"15",2008,"Clear Ck.",7,0.38,0.08,0.04
"16",2008,"Clear Ck.",8,0.38,0.08,0.04
"17",2008,"Clear Ck.",9,0.38,0.08,0.04
"18",2008,"Clear Ck.",10,0.38,0.08,0.04
"19",2008,"Clear Ck.",11,0.38,0.08,0.04
"20",2008,"Clear Ck.",12,0.38,0.08,0.04
"21",2008,"Clear Ck.",13,0.38,0.08,0.04
"22",2008,"Clear Ck.",14,0.38,0.08,0.04
"23",2008,"Clear Ck.",15,0.38,0.08,0.04
"24",2008,"Clear Ck.",16,0.38,0.08,0.04
"25",2008,"Clear Ck.",17,0.38,0.08,0.04
"26",2008,"Clear Ck.",18,0.38,0.08,0.04
"27",2008,"Clear Ck.",19,0.38,0.08,0.04
"28",2008,"Clear Ck.",20,0.38,0.08,0.04
"29",2008,"Elk Ck.",1,0.5,0.25,0.03
"30",2008,"Elk Ck.",2,0.5,0.25,0.03
"31",2008,"Elk Ck.",3,0.5,0.25,0.03
"32",2008,"Elk Ck.",4,0.5,0.25,0.03
"33",2008,"Elk Ck.",5,0.5,0.25,0.03
"34",2008,"Elk Ck.",6,0.5,0.25,0.03
"35",2008,"Elk Ck.",7,0.5,0.25,0.03
"36",2008,"Elk Ck.",8,0.5,0.25,0.03
"37",2008,"Elk Ck.",9,0.5,0.25,0.03
"38",2008,"Elk Ck.",10,0.5,0.25,0.03
"39",2008,"Elk Ck.",11,0.5,0.25,0.03
"40",2008,"Elk Ck.",12,0.5,0.25,0.03
"41",2008,"Elk Ck.",13,0.5,0.25,0.03
"42",2008,"Elk Ck.",14,0.5,0.25,0.03
"43",2008,"Elk Ck.",15,0.5,0.25,0.03
"44",2008,"Elk Ck.",16,0.5,0.25,0.03
"45",2008,"Elk Ck.",17,0.5,0.25,0.03
"46",2008,"Elk Ck.",18,0.5,0.25,0.03
"47",2008,"Panther Ck.",1,0.79,0.73,0.06
"48",2008,"Panther Ck.",2,0.79,0.73,0.06
"49",2008,"Panther Ck.",3,0.79,0.73,0.06
"50",2008,"Panther Ck.",4,0.79,0.73,0.06
"51",2008,"Panther Ck.",5,0.79,0.73,0.06
"52",2008,"Panther Ck.",6,0.79,0.73,0.06
"53",2008,"Panther Ck.",7,0.79,0.73,0.06
"54",2008,"Panther Ck.",8,0.79,0.73,0.06
"55",2008,"Panther Ck.",9,0.79,0.73,0.06
"56",2008,"Panther Ck.",10,0.79,0.73,0.06
"57",2008,"Panther Ck.",11,0.79,0.73,0.06
"58",2008,"Panther Ck.",12,0.79,0.73,0.06
"59",2008,"Salmon River",1,0.86,0.56,0.13
"60",2008,"Salmon River",2,0.86,0.56,0.13
"61",2008,"Salmon River",3,0.86,0.56,0.13
"62",2008,"Salmon River",4,0.86,0.56,0.13
"63",2008,"Salmon River",5,0.86,0.56,0.13
"64",2008,"Salmon River",6,0.86,0.56,0.13
"65",2008,"Salmon River",7,0.86,0.56,0.13
"66",2008,"Salmon River",8,0.86,0.56,0.13
"67",2008,"Salmon River",9,0.86,0.56,0.13
"68",2008,"Salmon River",10,0.86,0.56,0.13
"69",2008,"Salmon River",11,0.86,0.56,0.13
