"","year","stms.i.","Fish.id","depth","vel","lwd"
"1",1999,"Willow Ck.",1,0.42,0.69,0.08
"2",1999,"Willow Ck.",2,0.42,0.69,0.08
"3",1999,"Willow Ck.",3,0.42,0.69,0.08
"4",1999,"Willow Ck.",4,0.42,0.69,0.08
"5",1999,"Willow Ck.",5,0.42,0.69,0.08
"6",1999,"Willow Ck.",6,0.42,0.69,0.08
"7",1999,"Willow Ck.",7,0.42,0.69,0.08
"8",1999,"Willow Ck.",8,0.42,0.69,0.08
"9",1999,"Willow Ck.",9,0.42,0.69,0.08
"10",1999,"Willow Ck.",10,0.42,0.69,0.08
"11",1999,"Willow Ck.",11,0.42,0.69,0.08
"12",1999,"Willow Ck.",12,0.42,0.69,0.08
"13",1999,"Willow Ck.",13,0.42,0.69,0.08
"14",1999,"Clear Ck.",1,1.32,0.07,0.1
"15",1999,"Clear Ck.",2,1.32,0.07,0.1
"16",1999,"Clear Ck.",3,1.32,0.07,0.1
"17",1999,"Clear Ck.",4,1.32,0.07,0.1
"18",1999,"Clear Ck.",5,1.32,0.07,0.1
"19",1999,"Clear Ck.",6,1.32,0.07,0.1
"20",1999,"Clear Ck.",7,1.32,0.07,0.1
"21",1999,"Clear Ck.",8,1.32,0.07,0.1
"22",1999,"Clear Ck.",9,1.32,0.07,0.1
"23",1999,"Elk Ck.",1,0.7,0.75,0.02
"24",1999,"Elk Ck.",2,0.7,0.75,0.02
"25",1999,"Elk Ck.",3,0.7,0.75,0.02
"26",1999,"Elk Ck.",4,0.7,0.75,0.02
"27",1999,"Elk Ck.",5,0.7,0.75,0.02
"28",1999,"Elk Ck.",6,0.7,0.75,0.02
"29",1999,"Panther Ck.",1,1.51,0.46,0.02
"30",1999,"Panther Ck.",2,1.51,0.46,0.02
"31",1999,"Panther Ck.",3,1.51,0.46,0.02
"32",1999,"Panther Ck.",4,1.51,0.46,0.02
"33",1999,"Panther Ck.",5,1.51,0.46,0.02
"34",1999,"Panther Ck.",6,1.51,0.46,0.02
"35",1999,"Panther Ck.",7,1.51,0.46,0.02
"36",1999,"Panther Ck.",8,1.51,0.46,0.02
"37",1999,"Panther Ck.",9,1.51,0.46,0.02
"38",1999,"Panther Ck.",10,1.51,0.46,0.02
"39",1999,"Panther Ck.",11,1.51,0.46,0.02
"40",1999,"Panther Ck.",12,1.51,0.46,0.02
"41",1999,"Panther Ck.",13,1.51,0.46,0.02
"42",1999,"Salmon River",1,0.63,0.04,0.04
"43",1999,"Salmon River",2,0.63,0.04,0.04
"44",1999,"Salmon River",3,0.63,0.04,0.04
"45",1999,"Salmon River",4,0.63,0.04,0.04
"46",1999,"Salmon River",5,0.63,0.04,0.04
"47",1999,"Salmon River",6,0.63,0.04,0.04
"48",1999,"Salmon River",7,0.63,0.04,0.04
"49",1999,"Salmon River",8,0.63,0.04,0.04
"50",1999,"Salmon River",9,0.63,0.04,0.04
