"","year","stms.i.","Fish.id","depth","vel","lwd"
"1",2007,"Willow Ck.",1,1.58,0.45,0.08
"2",2007,"Willow Ck.",2,1.58,0.45,0.08
"3",2007,"Willow Ck.",3,1.58,0.45,0.08
"4",2007,"Willow Ck.",4,1.58,0.45,0.08
"5",2007,"Willow Ck.",5,1.58,0.45,0.08
"6",2007,"Willow Ck.",6,1.58,0.45,0.08
"7",2007,"Willow Ck.",7,1.58,0.45,0.08
"8",2007,"Willow Ck.",8,1.58,0.45,0.08
"9",2007,"Willow Ck.",9,1.58,0.45,0.08
"10",2007,"Willow Ck.",10,1.58,0.45,0.08
"11",2007,"Willow Ck.",11,1.58,0.45,0.08
"12",2007,"Willow Ck.",12,1.58,0.45,0.08
"13",2007,"Willow Ck.",13,1.58,0.45,0.08
"14",2007,"Willow Ck.",14,1.58,0.45,0.08
"15",2007,"Willow Ck.",15,1.58,0.45,0.08
"16",2007,"Willow Ck.",16,1.58,0.45,0.08
"17",2007,"Clear Ck.",1,1.16,0.56,0.02
"18",2007,"Clear Ck.",2,1.16,0.56,0.02
"19",2007,"Clear Ck.",3,1.16,0.56,0.02
"20",2007,"Clear Ck.",4,1.16,0.56,0.02
"21",2007,"Clear Ck.",5,1.16,0.56,0.02
"22",2007,"Elk Ck.",1,1.51,0.35,0.06
"23",2007,"Elk Ck.",2,1.51,0.35,0.06
"24",2007,"Elk Ck.",3,1.51,0.35,0.06
"25",2007,"Elk Ck.",4,1.51,0.35,0.06
"26",2007,"Elk Ck.",5,1.51,0.35,0.06
"27",2007,"Elk Ck.",6,1.51,0.35,0.06
"28",2007,"Elk Ck.",7,1.51,0.35,0.06
"29",2007,"Elk Ck.",8,1.51,0.35,0.06
"30",2007,"Elk Ck.",9,1.51,0.35,0.06
"31",2007,"Elk Ck.",10,1.51,0.35,0.06
"32",2007,"Elk Ck.",11,1.51,0.35,0.06
"33",2007,"Elk Ck.",12,1.51,0.35,0.06
"34",2007,"Elk Ck.",13,1.51,0.35,0.06
"35",2007,"Elk Ck.",14,1.51,0.35,0.06
"36",2007,"Elk Ck.",15,1.51,0.35,0.06
"37",2007,"Elk Ck.",16,1.51,0.35,0.06
"38",2007,"Panther Ck.",1,1.4,0.62,0.21
"39",2007,"Salmon River",1,0.41,0.55,0.03
"40",2007,"Salmon River",2,0.41,0.55,0.03
"41",2007,"Salmon River",3,0.41,0.55,0.03
"42",2007,"Salmon River",4,0.41,0.55,0.03
"43",2007,"Salmon River",5,0.41,0.55,0.03
"44",2007,"Salmon River",6,0.41,0.55,0.03
"45",2007,"Salmon River",7,0.41,0.55,0.03
"46",2007,"Salmon River",8,0.41,0.55,0.03
"47",2007,"Salmon River",9,0.41,0.55,0.03
"48",2007,"Salmon River",10,0.41,0.55,0.03
"49",2007,"Salmon River",11,0.41,0.55,0.03
"50",2007,"Salmon River",12,0.41,0.55,0.03
"51",2007,"Salmon River",13,0.41,0.55,0.03
"52",2007,"Salmon River",14,0.41,0.55,0.03
"53",2007,"Salmon River",15,0.41,0.55,0.03
"54",2007,"Salmon River",16,0.41,0.55,0.03
"55",2007,"Salmon River",17,0.41,0.55,0.03
"56",2007,"Salmon River",18,0.41,0.55,0.03
