"","year","stms.i.","Fish.id","depth","vel","lwd"
"1",2006,"Willow Ck.",1,0.34,0.43,0.19
"2",2006,"Willow Ck.",2,0.34,0.43,0.19
"3",2006,"Clear Ck.",1,0.32,0.81,0.16
"4",2006,"Clear Ck.",2,0.32,0.81,0.16
"5",2006,"Clear Ck.",3,0.32,0.81,0.16
"6",2006,"Clear Ck.",4,0.32,0.81,0.16
"7",2006,"Clear Ck.",5,0.32,0.81,0.16
"8",2006,"Clear Ck.",6,0.32,0.81,0.16
"9",2006,"Elk Ck.",1,1.43,0.17,0.04
"10",2006,"Elk Ck.",2,1.43,0.17,0.04
"11",2006,"Elk Ck.",3,1.43,0.17,0.04
"12",2006,"Elk Ck.",4,1.43,0.17,0.04
"13",2006,"Elk Ck.",5,1.43,0.17,0.04
"14",2006,"Panther Ck.",1,0.55,0.88,0.09
"15",2006,"Panther Ck.",2,0.55,0.88,0.09
"16",2006,"Panther Ck.",3,0.55,0.88,0.09
"17",2006,"Panther Ck.",4,0.55,0.88,0.09
"18",2006,"Panther Ck.",5,0.55,0.88,0.09
"19",2006,"Panther Ck.",6,0.55,0.88,0.09
"20",2006,"Panther Ck.",7,0.55,0.88,0.09
"21",2006,"Panther Ck.",8,0.55,0.88,0.09
"22",2006,"Panther Ck.",9,0.55,0.88,0.09
"23",2006,"Panther Ck.",10,0.55,0.88,0.09
"24",2006,"Panther Ck.",11,0.55,0.88,0.09
"25",2006,"Panther Ck.",12,0.55,0.88,0.09
"26",2006,"Panther Ck.",13,0.55,0.88,0.09
"27",2006,"Panther Ck.",14,0.55,0.88,0.09
"28",2006,"Panther Ck.",15,0.55,0.88,0.09
"29",2006,"Salmon River",1,1.17,0.63,0.02
"30",2006,"Salmon River",2,1.17,0.63,0.02
"31",2006,"Salmon River",3,1.17,0.63,0.02
