"","year","stms.i.","Fish.id","depth","vel","lwd"
"1",2012,"Willow Ck.",1,0.57,0.6,0.09
"2",2012,"Willow Ck.",2,0.57,0.6,0.09
"3",2012,"Willow Ck.",3,0.57,0.6,0.09
"4",2012,"Willow Ck.",4,0.57,0.6,0.09
"5",2012,"Clear Ck.",1,1.33,0.37,0.17
"6",2012,"Clear Ck.",2,1.33,0.37,0.17
"7",2012,"Clear Ck.",3,1.33,0.37,0.17
"8",2012,"Clear Ck.",4,1.33,0.37,0.17
"9",2012,"Clear Ck.",5,1.33,0.37,0.17
"10",2012,"Elk Ck.",1,0.73,0.24,0.15
"11",2012,"Elk Ck.",2,0.73,0.24,0.15
"12",2012,"Elk Ck.",3,0.73,0.24,0.15
"13",2012,"Elk Ck.",4,0.73,0.24,0.15
"14",2012,"Elk Ck.",5,0.73,0.24,0.15
"15",2012,"Elk Ck.",6,0.73,0.24,0.15
"16",2012,"Elk Ck.",7,0.73,0.24,0.15
"17",2012,"Elk Ck.",8,0.73,0.24,0.15
"18",2012,"Elk Ck.",9,0.73,0.24,0.15
"19",2012,"Elk Ck.",10,0.73,0.24,0.15
"20",2012,"Elk Ck.",11,0.73,0.24,0.15
"21",2012,"Elk Ck.",12,0.73,0.24,0.15
"22",2012,"Elk Ck.",13,0.73,0.24,0.15
"23",2012,"Elk Ck.",14,0.73,0.24,0.15
"24",2012,"Elk Ck.",15,0.73,0.24,0.15
"25",2012,"Panther Ck.",1,1.04,0.28,0.15
"26",2012,"Panther Ck.",2,1.04,0.28,0.15
"27",2012,"Panther Ck.",3,1.04,0.28,0.15
"28",2012,"Panther Ck.",4,1.04,0.28,0.15
"29",2012,"Panther Ck.",5,1.04,0.28,0.15
"30",2012,"Panther Ck.",6,1.04,0.28,0.15
"31",2012,"Panther Ck.",7,1.04,0.28,0.15
"32",2012,"Panther Ck.",8,1.04,0.28,0.15
"33",2012,"Salmon River",1,0.85,0.18,0.14
"34",2012,"Salmon River",2,0.85,0.18,0.14
"35",2012,"Salmon River",3,0.85,0.18,0.14
"36",2012,"Salmon River",4,0.85,0.18,0.14
"37",2012,"Salmon River",5,0.85,0.18,0.14
"38",2012,"Salmon River",6,0.85,0.18,0.14
"39",2012,"Salmon River",7,0.85,0.18,0.14
"40",2012,"Salmon River",8,0.85,0.18,0.14
"41",2012,"Salmon River",9,0.85,0.18,0.14
"42",2012,"Salmon River",10,0.85,0.18,0.14
"43",2012,"Salmon River",11,0.85,0.18,0.14
