"","year","stms.i.","Fish.id","depth","vel","lwd"
"1",2009,"Willow Ck.",1,0.44,0.56,0.18
"2",2009,"Willow Ck.",2,0.44,0.56,0.18
"3",2009,"Willow Ck.",3,0.44,0.56,0.18
"4",2009,"Willow Ck.",4,0.44,0.56,0.18
"5",2009,"Willow Ck.",5,0.44,0.56,0.18
"6",2009,"Willow Ck.",6,0.44,0.56,0.18
"7",2009,"Willow Ck.",7,0.44,0.56,0.18
"8",2009,"Willow Ck.",8,0.44,0.56,0.18
"9",2009,"Willow Ck.",9,0.44,0.56,0.18
"10",2009,"Clear Ck.",1,1.22,0.55,0.23
"11",2009,"Clear Ck.",2,1.22,0.55,0.23
"12",2009,"Clear Ck.",3,1.22,0.55,0.23
"13",2009,"Clear Ck.",4,1.22,0.55,0.23
"14",2009,"Clear Ck.",5,1.22,0.55,0.23
"15",2009,"Clear Ck.",6,1.22,0.55,0.23
"16",2009,"Clear Ck.",7,1.22,0.55,0.23
"17",2009,"Clear Ck.",8,1.22,0.55,0.23
"18",2009,"Clear Ck.",9,1.22,0.55,0.23
"19",2009,"Clear Ck.",10,1.22,0.55,0.23
"20",2009,"Clear Ck.",11,1.22,0.55,0.23
"21",2009,"Clear Ck.",12,1.22,0.55,0.23
"22",2009,"Clear Ck.",13,1.22,0.55,0.23
"23",2009,"Clear Ck.",14,1.22,0.55,0.23
"24",2009,"Clear Ck.",15,1.22,0.55,0.23
"25",2009,"Clear Ck.",16,1.22,0.55,0.23
"26",2009,"Elk Ck.",1,0.36,0.64,0.11
"27",2009,"Elk Ck.",2,0.36,0.64,0.11
"28",2009,"Elk Ck.",3,0.36,0.64,0.11
"29",2009,"Elk Ck.",4,0.36,0.64,0.11
"30",2009,"Elk Ck.",5,0.36,0.64,0.11
"31",2009,"Elk Ck.",6,0.36,0.64,0.11
"32",2009,"Elk Ck.",7,0.36,0.64,0.11
"33",2009,"Elk Ck.",8,0.36,0.64,0.11
"34",2009,"Elk Ck.",9,0.36,0.64,0.11
"35",2009,"Elk Ck.",10,0.36,0.64,0.11
"36",2009,"Elk Ck.",11,0.36,0.64,0.11
"37",2009,"Elk Ck.",12,0.36,0.64,0.11
"38",2009,"Elk Ck.",13,0.36,0.64,0.11
"39",2009,"Elk Ck.",14,0.36,0.64,0.11
"40",2009,"Elk Ck.",15,0.36,0.64,0.11
"41",2009,"Elk Ck.",16,0.36,0.64,0.11
"42",2009,"Elk Ck.",17,0.36,0.64,0.11
"43",2009,"Elk Ck.",18,0.36,0.64,0.11
"44",2009,"Panther Ck.",1,1.3,0.6,0.21
"45",2009,"Salmon River",1,1.04,0.38,0.11
"46",2009,"Salmon River",2,1.04,0.38,0.11
