"","year","stms.i.","Fish.id","depth","vel","lwd"
"1",2004,"Willow Ck.",1,1.19,0.81,0.19
"2",2004,"Willow Ck.",2,1.19,0.81,0.19
"3",2004,"Willow Ck.",3,1.19,0.81,0.19
"4",2004,"Clear Ck.",1,0.95,0.3,0.14
"5",2004,"Clear Ck.",2,0.95,0.3,0.14
"6",2004,"Clear Ck.",3,0.95,0.3,0.14
"7",2004,"Clear Ck.",4,0.95,0.3,0.14
"8",2004,"Clear Ck.",5,0.95,0.3,0.14
"9",2004,"Clear Ck.",6,0.95,0.3,0.14
"10",2004,"Clear Ck.",7,0.95,0.3,0.14
"11",2004,"Clear Ck.",8,0.95,0.3,0.14
"12",2004,"Clear Ck.",9,0.95,0.3,0.14
"13",2004,"Clear Ck.",10,0.95,0.3,0.14
"14",2004,"Clear Ck.",11,0.95,0.3,0.14
"15",2004,"Clear Ck.",12,0.95,0.3,0.14
"16",2004,"Elk Ck.",1,0.56,0.26,0.19
"17",2004,"Elk Ck.",2,0.56,0.26,0.19
"18",2004,"Elk Ck.",3,0.56,0.26,0.19
"19",2004,"Elk Ck.",4,0.56,0.26,0.19
"20",2004,"Elk Ck.",5,0.56,0.26,0.19
"21",2004,"Elk Ck.",6,0.56,0.26,0.19
"22",2004,"Elk Ck.",7,0.56,0.26,0.19
"23",2004,"Elk Ck.",8,0.56,0.26,0.19
"24",2004,"Elk Ck.",9,0.56,0.26,0.19
"25",2004,"Elk Ck.",10,0.56,0.26,0.19
"26",2004,"Elk Ck.",11,0.56,0.26,0.19
"27",2004,"Elk Ck.",12,0.56,0.26,0.19
"28",2004,"Elk Ck.",13,0.56,0.26,0.19
"29",2004,"Panther Ck.",1,0.73,0.79,0.09
"30",2004,"Panther Ck.",2,0.73,0.79,0.09
"31",2004,"Panther Ck.",3,0.73,0.79,0.09
"32",2004,"Panther Ck.",4,0.73,0.79,0.09
"33",2004,"Salmon River",1,1.55,0.07,0.03
"34",2004,"Salmon River",2,1.55,0.07,0.03
"35",2004,"Salmon River",3,1.55,0.07,0.03
"36",2004,"Salmon River",4,1.55,0.07,0.03
"37",2004,"Salmon River",5,1.55,0.07,0.03
"38",2004,"Salmon River",6,1.55,0.07,0.03
"39",2004,"Salmon River",7,1.55,0.07,0.03
"40",2004,"Salmon River",8,1.55,0.07,0.03
"41",2004,"Salmon River",9,1.55,0.07,0.03
"42",2004,"Salmon River",10,1.55,0.07,0.03
"43",2004,"Salmon River",11,1.55,0.07,0.03
"44",2004,"Salmon River",12,1.55,0.07,0.03
"45",2004,"Salmon River",13,1.55,0.07,0.03
"46",2004,"Salmon River",14,1.55,0.07,0.03
"47",2004,"Salmon River",15,1.55,0.07,0.03
"48",2004,"Salmon River",16,1.55,0.07,0.03
"49",2004,"Salmon River",17,1.55,0.07,0.03
